Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
35,Yes,Travel_Rarely,Sales,bachelors_degree,Life Sciences,high,high,two,Sales Executive,very_high,Single,5813,Yes,very_high,zero,10,better,10,7,7
33,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,very_high,very_high,one,Research Scientist,low,Married,3143,No,meduim,one,14,better,10,8,6
28,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,high,one,Research Scientist,very_high,Married,2044,No,high,one,5,best,5,3,3
39,No,Travel_Rarely,Research & Development,no_college,Medical,high,high,three,Research Director,high,Single,13464,No,high,zero,9,better,4,3,2
46,No,Non-Travel,Sales,some_college,Life Sciences,meduim,meduim,two,Sales Executive,meduim,Single,7991,No,high,zero,6,better,2,2,2
40,No,Travel_Rarely,Research & Development,some_college,Life Sciences,high,high,one,Laboratory Technician,low,Married,3377,No,very_high,one,7,good,4,3,2
42,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,very_high,two,Healthcare Representative,low,Married,5538,No,high,two,10,good,0,0,0
35,No,Non-Travel,Research & Development,some_college,Medical,meduim,high,two,Manufacturing Director,very_high,Divorced,5762,No,high,one,15,better,7,7,7
38,No,Non-Travel,Human Resources,bachelors_degree,Human Resources,low,high,one,Human Resources,meduim,Divorced,2592,No,very_high,three,13,better,11,10,8
34,Yes,Travel_Frequently,Research & Development,masters_degree,Life Sciences,very_high,high,two,Laboratory Technician,low,Married,5346,No,high,one,11,good,7,1,7
37,Yes,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,high,two,Manufacturing Director,low,Single,4213,No,meduim,zero,10,bad,10,3,8
39,No,Travel_Frequently,Sales,bachelors_degree,Life Sciences,high,high,two,Sales Executive,very_high,Divorced,4127,No,very_high,one,7,better,2,1,2
43,No,Non-Travel,Research & Development,bachelors_degree,Life Sciences,low,high,one,Research Scientist,high,Single,2438,No,high,zero,7,good,3,2,2
41,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,meduim,very_high,two,Healthcare Representative,meduim,Single,6870,No,low,zero,11,bad,3,2,2
41,No,Travel_Rarely,Sales,no_college,Marketing,high,high,three,Sales Executive,high,Divorced,10447,Yes,very_high,one,23,best,22,14,5
30,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,low,high,three,Manufacturing Director,high,Single,9667,No,meduim,zero,9,better,7,7,2
26,Yes,Travel_Rarely,Human Resources,some_college,Medical,very_high,high,one,Human Resources,meduim,Married,2148,Yes,high,zero,6,better,5,1,4
46,Yes,Travel_Rarely,Research & Development,some_college,Medical,very_high,high,two,Healthcare Representative,meduim,Married,8926,No,very_high,one,13,best,9,7,7
40,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,high,two,Healthcare Representative,very_high,Divorced,6513,No,very_high,one,12,better,5,3,3
34,No,Travel_Rarely,Sales,some_college,Technical Degree,meduim,very_high,two,Sales Executive,high,Married,6799,No,high,two,10,better,10,8,8
58,No,Non-Travel,Sales,bachelors_degree,Medical,meduim,high,four,Manager,meduim,Divorced,16291,No,very_high,one,37,good,16,9,14
35,No,Travel_Rarely,Research & Development,masters_degree,Medical,meduim,low,one,Laboratory Technician,high,Married,2705,No,meduim,one,6,best,5,4,3
47,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,meduim,three,Manufacturing Director,meduim,Divorced,10333,Yes,high,one,28,better,22,11,10
40,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,meduim,high,two,Healthcare Representative,low,Divorced,4448,No,meduim,one,15,better,7,4,7
54,No,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,high,two,Research Scientist,very_high,Married,6854,No,meduim,one,14,good,7,1,7
31,No,Travel_Frequently,Sales,masters_degree,Marketing,low,high,three,Sales Executive,low,Married,9637,No,very_high,two,9,better,3,2,2
28,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,one,Research Scientist,low,Married,3591,No,high,one,3,better,3,2,2
38,No,Travel_Rarely,Sales,masters_degree,Marketing,meduim,low,two,Sales Representative,very_high,Married,5405,Yes,low,two,20,good,4,2,3
26,No,Travel_Rarely,Sales,bachelors_degree,Medical,high,high,two,Sales Executive,very_high,Single,4684,No,low,zero,5,better,5,3,2
58,No,Travel_Frequently,Research & Development,masters_degree,Life Sciences,low,high,four,Research Director,high,Married,15787,Yes,meduim,zero,23,better,2,2,2
18,No,Non-Travel,Research & Development,bachelors_degree,Medical,meduim,high,one,Research Scientist,high,Single,1514,No,high,zero,0,bad,0,0,0
31,Yes,Travel_Rarely,Human Resources,Doctorate,Human Resources,very_high,very_high,one,Human Resources,low,Married,2956,No,high,zero,2,better,1,0,0
29,Yes,Travel_Rarely,Human Resources,bachelors_degree,Human Resources,low,meduim,one,Human Resources,low,Divorced,2335,Yes,very_high,three,4,better,2,2,0
45,No,Non-Travel,Sales,masters_degree,Life Sciences,high,high,two,Sales Executive,high,Married,5154,No,meduim,two,10,best,8,7,7
36,No,Travel_Rarely,Research & Development,masters_degree,Other,very_high,high,two,Research Scientist,meduim,Married,6962,Yes,very_high,one,15,better,1,0,0
43,No,Travel_Frequently,Sales,masters_degree,Life Sciences,low,high,two,Sales Executive,very_high,Married,5675,No,high,one,7,better,7,7,7
27,No,Travel_Frequently,Research & Development,some_college,Life Sciences,very_high,high,one,Laboratory Technician,very_high,Single,2379,Yes,high,zero,6,good,5,4,2
29,No,Travel_Frequently,Research & Development,no_college,Medical,very_high,high,one,Laboratory Technician,very_high,Married,3812,No,meduim,zero,11,best,11,8,10
32,No,Travel_Frequently,Sales,masters_degree,Marketing,very_high,high,two,Sales Executive,very_high,Single,4648,No,high,zero,4,best,0,0,0
42,No,Non-Travel,Research & Development,masters_degree,Technical Degree,high,high,one,Research Scientist,high,Married,2936,No,meduim,two,10,good,6,3,3
47,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,high,one,Laboratory Technician,high,Single,2105,No,high,zero,7,better,2,2,0
46,No,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,high,three,Manufacturing Director,very_high,Divorced,8578,No,high,one,12,good,9,8,7
28,No,Non-Travel,Human Resources,some_college,Life Sciences,high,high,one,Human Resources,very_high,Divorced,2706,No,meduim,one,3,better,3,2,2
29,No,Travel_Rarely,Research & Development,no_college,Life Sciences,very_high,low,two,Healthcare Representative,high,Divorced,6384,No,very_high,two,11,better,7,0,6
42,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,one,Laboratory Technician,high,Single,3968,No,very_high,zero,8,better,0,0,0
32,Yes,Travel_Rarely,Sales,masters_degree,Marketing,high,meduim,two,Sales Executive,meduim,Single,9907,Yes,high,zero,7,good,2,2,2
46,No,Travel_Rarely,Sales,bachelors_degree,Technical Degree,low,very_high,four,Sales Executive,low,Divorced,13225,No,very_high,one,25,better,19,17,8
27,No,Travel_Rarely,Sales,no_college,Medical,meduim,meduim,two,Sales Representative,high,Married,3540,No,very_high,one,9,better,9,8,8
29,No,Travel_Rarely,Human Resources,no_college,Medical,very_high,meduim,one,Human Resources,meduim,Married,2804,No,very_high,zero,1,better,1,0,0
43,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,low,meduim,five,Manager,high,Married,19392,No,very_high,zero,21,better,16,12,14
48,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,meduim,five,Research Director,meduim,Married,19665,No,very_high,zero,29,better,22,10,9
29,Yes,Travel_Frequently,Research & Development,some_college,Life Sciences,very_high,meduim,one,Research Scientist,very_high,Single,2439,Yes,meduim,zero,1,good,1,0,0
46,Yes,Travel_Rarely,Sales,bachelors_degree,Life Sciences,high,high,three,Sales Executive,meduim,Married,7314,No,high,three,14,better,8,7,7
27,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,very_high,meduim,one,Research Scientist,low,Married,4774,No,very_high,one,8,good,7,6,3
39,No,Travel_Rarely,Research & Development,masters_degree,Other,very_high,high,two,Research Scientist,very_high,Divorced,3902,No,meduim,three,7,better,2,2,2
55,No,Travel_Rarely,Research & Development,masters_degree,Technical Degree,meduim,meduim,one,Research Scientist,very_high,Married,2662,No,meduim,one,19,best,5,2,4
28,No,Travel_Rarely,Sales,bachelors_degree,Medical,meduim,high,one,Sales Representative,meduim,Married,2856,No,very_high,one,1,better,1,0,0
30,Yes,Travel_Rarely,Sales,bachelors_degree,Medical,meduim,high,one,Sales Representative,very_high,Single,1081,No,high,zero,1,good,1,0,0
22,Yes,Travel_Rarely,Research & Development,no_college,Life Sciences,very_high,high,one,Research Scientist,meduim,Single,2472,Yes,low,zero,1,better,1,0,0
36,No,Travel_Rarely,Sales,masters_degree,Technical Degree,meduim,meduim,two,Sales Executive,high,Married,5673,Yes,low,one,10,better,10,9,7
31,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,meduim,high,two,Laboratory Technician,high,Divorced,4197,No,low,one,10,better,10,8,2
34,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,high,high,three,Sales Executive,very_high,Married,9713,Yes,very_high,three,9,better,5,3,0
29,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,one,Laboratory Technician,low,Single,2062,No,meduim,zero,11,better,3,2,2
37,No,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,high,two,Research Scientist,low,Married,4284,Yes,high,one,16,better,5,3,4
35,No,Travel_Rarely,Research & Development,some_college,Other,very_high,meduim,two,Manufacturing Director,meduim,Married,4788,Yes,very_high,zero,4,better,3,2,2
45,No,Travel_Rarely,Research & Development,some_college,Life Sciences,meduim,meduim,two,Manufacturing Director,very_high,Married,5906,No,very_high,two,10,good,9,8,8
36,No,Travel_Frequently,Human Resources,no_college,Human Resources,meduim,meduim,two,Human Resources,very_high,Single,3886,No,very_high,zero,10,good,10,1,8
40,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,low,high,four,Manager,low,Divorced,16823,No,low,one,22,better,19,7,16
26,No,Travel_Rarely,Research & Development,some_college,Life Sciences,meduim,meduim,one,Research Scientist,high,Married,2933,Yes,high,one,1,good,1,0,0
27,No,Travel_Rarely,Sales,some_college,Medical,low,very_high,two,Sales Executive,high,Single,6500,No,meduim,zero,9,good,8,7,7
48,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,very_high,high,four,Manager,very_high,Divorced,17174,No,meduim,one,24,better,22,17,7
44,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,very_high,two,Healthcare Representative,low,Married,5033,No,very_high,one,10,better,2,0,2
34,Yes,Non-Travel,Research & Development,masters_degree,Technical Degree,very_high,low,one,Research Scientist,low,Married,2307,Yes,meduim,one,5,better,5,2,0
56,Yes,Travel_Rarely,Research & Development,some_college,Life Sciences,low,high,one,Laboratory Technician,very_high,Single,2587,No,very_high,zero,5,better,4,2,0
36,No,Travel_Rarely,Sales,some_college,Marketing,high,meduim,two,Sales Executive,meduim,Married,5507,No,high,two,12,bad,4,2,3
41,No,Travel_Rarely,Sales,bachelors_degree,Marketing,high,high,two,Sales Executive,meduim,Married,4393,No,high,one,14,better,5,4,4
42,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,three,Research Director,low,Married,13348,No,meduim,one,18,best,13,7,7
31,No,Travel_Rarely,Sales,some_college,Medical,high,high,two,Sales Executive,very_high,Divorced,6583,Yes,very_high,one,8,better,5,2,4
34,No,Travel_Rarely,Sales,no_college,Medical,very_high,meduim,two,Sales Executive,very_high,Married,8103,Yes,high,zero,9,good,4,2,1
31,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,low,very_high,one,Laboratory Technician,high,Divorced,3978,No,meduim,one,4,good,2,2,2
26,No,Travel_Frequently,Research & Development,bachelors_degree,Other,high,very_high,one,Laboratory Technician,very_high,Married,2544,No,low,one,8,better,7,7,7
45,No,Travel_Frequently,Research & Development,masters_degree,Medical,meduim,high,two,Healthcare Representative,high,Single,5399,No,high,zero,12,better,4,2,3
33,No,Travel_Rarely,Sales,masters_degree,Marketing,meduim,high,two,Sales Executive,high,Single,5487,No,meduim,zero,10,good,10,4,9
28,No,Travel_Frequently,Sales,some_college,Life Sciences,high,meduim,two,Sales Executive,very_high,Married,6834,Yes,high,one,7,better,7,7,7
29,Yes,Travel_Frequently,Sales,bachelors_degree,Technical Degree,high,very_high,one,Sales Representative,low,Single,1091,No,very_high,zero,1,better,1,0,0
39,No,Non-Travel,Sales,masters_degree,Life Sciences,low,low,two,Sales Executive,high,Married,5736,No,high,one,10,better,3,2,2
27,No,Travel_Rarely,Research & Development,masters_degree,Technical Degree,meduim,high,one,Research Scientist,meduim,Married,2226,No,high,one,6,good,5,3,2
34,No,Travel_Frequently,Research & Development,masters_degree,Other,high,meduim,two,Research Scientist,very_high,Married,5747,Yes,meduim,zero,16,better,15,10,11
28,Yes,Travel_Rarely,Sales,some_college,Marketing,very_high,high,two,Sales Executive,high,Single,9854,Yes,very_high,zero,6,better,2,0,2
47,No,Non-Travel,Research & Development,masters_degree,Technical Degree,high,high,two,Research Scientist,meduim,Married,5467,No,high,one,16,best,8,7,7
56,No,Travel_Rarely,Sales,Doctorate,Marketing,very_high,meduim,two,Sales Executive,low,Married,5380,No,high,one,6,better,0,0,0
39,No,Travel_Rarely,Research & Development,some_college,Medical,low,high,two,Manufacturing Director,low,Married,5151,No,very_high,one,10,better,10,0,9
38,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,very_high,meduim,two,Research Scientist,meduim,Divorced,2133,Yes,high,one,20,better,20,11,7
58,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,very_high,high,four,Manager,very_high,Married,17875,Yes,high,one,29,good,1,0,0
32,Yes,Travel_Frequently,Research & Development,some_college,Life Sciences,low,very_high,one,Research Scientist,high,Single,2432,Yes,low,zero,8,better,4,1,3
38,No,Travel_Rarely,Research & Development,some_college,Life Sciences,meduim,high,one,Research Scientist,very_high,Divorced,4771,No,very_high,two,10,best,5,2,3
49,No,Travel_Frequently,Research & Development,no_college,Life Sciences,meduim,high,five,Research Director,very_high,Married,19161,No,very_high,zero,28,better,5,4,3
42,No,Travel_Rarely,Sales,masters_degree,Marketing,meduim,high,two,Sales Executive,very_high,Divorced,5087,Yes,high,two,14,better,0,0,0
27,Yes,Travel_Frequently,Human Resources,bachelors_degree,Human Resources,low,meduim,one,Human Resources,meduim,Married,2863,No,low,zero,1,better,1,0,0
35,No,Travel_Rarely,Sales,masters_degree,Medical,meduim,high,two,Sales Executive,low,Married,5561,No,very_high,one,6,bad,5,3,4
28,No,Non-Travel,Research & Development,bachelors_degree,Medical,high,high,one,Research Scientist,high,Single,2144,No,high,zero,5,good,5,3,4
31,No,Non-Travel,Research & Development,some_college,Medical,high,high,one,Research Scientist,low,Divorced,3065,Yes,very_high,one,4,best,4,2,3
36,No,Non-Travel,Research & Development,masters_degree,Life Sciences,low,very_high,one,Laboratory Technician,meduim,Married,2810,No,meduim,zero,5,better,5,4,2
34,No,Travel_Rarely,Sales,bachelors_degree,Marketing,low,high,three,Sales Executive,very_high,Single,9888,No,low,zero,14,good,14,8,1
34,No,Travel_Rarely,Sales,masters_degree,Medical,very_high,high,three,Sales Executive,high,Divorced,8628,No,high,one,9,good,8,7,1
26,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,one,Laboratory Technician,low,Single,2867,No,very_high,zero,8,good,7,7,6
29,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,high,two,Healthcare Representative,low,Married,5373,No,low,one,6,good,5,3,2
32,No,Non-Travel,Research & Development,masters_degree,Medical,high,high,two,Healthcare Representative,very_high,Divorced,6667,No,meduim,one,9,better,5,1,2
31,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,very_high,low,two,Research Scientist,low,Married,5003,No,meduim,zero,10,better,10,8,7
28,Yes,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,high,meduim,one,Laboratory Technician,very_high,Divorced,2367,No,low,one,6,good,4,1,3
38,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,low,meduim,one,Sales Representative,low,Single,2858,No,low,zero,20,good,1,0,0
35,No,Travel_Rarely,Sales,masters_degree,Life Sciences,high,high,two,Sales Executive,very_high,Married,5204,Yes,very_high,zero,10,better,10,8,9
